Age,Gender,Region,Location,Education_Level,Employment_Status,Years_Of_Experience,Monthly_Income_NGN
27,Male,,Rural,Tertiary,Unemployed,6.0,0.0
21,Male,North East,Rural,Secondary,Employed,4.0,126870.07
50,Female,North East,Urban,Secondary,Underemployed,31.0,55167.47
61,Female,North West,Rural,Secondary,Underemployed,,25065.1
23,Male,North Central,Rural,,Underemployed,5.0,46597.0
46,Female,North West,Urban,,Underemployed,30.0,31400.13
25,Female,South West,Urban,Secondary,Employed,6.0,123166.2
22,Female,North West,Urban,None,Employed,4.0,96333.97
47,Female,South West,Rural,Secondary,Underemployed,32.0,31686.69
37,Female,,Rural,Primary,Employed,20.0,67941.16
39,Male,North West,Urban,Secondary,Underemployed,21.0,29329.29
22,Female,North Central,Urban,Primary,Underemployed,4.0,34986.41
59,Male,North Central,Urban,Secondary,Underemployed,,48266.44
36,Female,South East,Urban,Primary,Underemployed,17.0,
18,Male,North Central,Urban,Tertiary,Unemployed,0.0,0.0
54,Female,South West,Urban,Tertiary,Unemployed,30.0,
17,Male,South East,Rural,Primary,Employed,,48835.2
43,Male,South West,Rural,Primary,Underemployed,26.0,29697.57
55,Male,North East,Rural,Secondary,Employed,38.0,142810.93
43,Female,North West,Urban,None,Underemployed,27.0,13423.44
48,Female,South West,Rural,None,Underemployed,30.0,25181.34
48,Male,South South,Urban,None,Employed,30.0,52889.53
42,Female,South South,Rural,Secondary,Employed,23.0,104869.85
27,Female,South South,Urban,None,Underemployed,9.0,21891.07
29,Female,South East,Urban,,Underemployed,10.0,33428.18
37,Male,South West,Urban,Secondary,Underemployed,19.0,52538.59
58,Female,South East,Urban,None,Underemployed,42.0,
40,Female,North Central,Rural,Primary,Underemployed,22.0,29513.3
18,Female,South West,Urban,Tertiary,Employed,0.0,165231.95
40,Female,,Rural,Secondary,Underemployed,22.0,41634.39
54,Female,North East,Urban,Primary,Underemployed,36.0,20072.42
23,Female,South East,Rural,None,Employed,8.0,125042.87
19,Male,North Central,Urban,Secondary,Unemployed,1.0,0.0
46,Male,North West,Urban,,Underemployed,30.0,41189.3
34,Male,North West,Urban,Tertiary,Underemployed,12.0,96935.74
64,Male,South South,Rural,Secondary,Underemployed,,51968.42
25,Female,South West,Urban,Tertiary,Underemployed,2.0,56621.75
29,Female,North Central,Urban,Tertiary,Employed,5.0,201373.27
46,Female,North Central,Urban,,Underemployed,31.0,58692.64
42,Male,North Central,Urban,Secondary,Employed,23.0,192895.63
36,Female,North West,Rural,Tertiary,Unemployed,16.0,0.0
55,Male,,Urban,,Employed,40.0,78440.74
31,Male,South East,Rural,None,Underemployed,12.0,37763.1
40,Male,North East,Rural,Secondary,Employed,,139767.83
58,Female,North East,Rural,None,Employed,42.0,
21,Male,North West,Urban,Secondary,Unemployed,2.0,0.0
56,Female,North Central,Urban,Secondary,Employed,39.0,
40,Male,North West,Rural,Tertiary,Employed,,
39,Female,South West,Urban,Secondary,Underemployed,23.0,35946.6
24,Female,North Central,Urban,Tertiary,Employed,2.0,144674.74
59,Female,South East,Rural,Primary,Employed,43.0,71534.24
33,Female,South West,Urban,,Employed,15.0,85944.53
25,Female,North East,Urban,Tertiary,Employed,,
27,Female,North Central,Urban,Secondary,Unemployed,8.0,
22,Female,South West,Urban,Secondary,Underemployed,6.0,64839.11
54,Male,North West,Urban,,Underemployed,35.0,31990.91
18,Male,South West,Urban,Secondary,Employed,0.0,92997.3
61,Male,South South,Urban,Tertiary,Unemployed,40.0,0.0
45,Female,North East,Rural,Primary,Underemployed,29.0,33434.48
42,Male,South West,Rural,Secondary,Employed,27.0,146042.39
25,Female,South East,Rural,Primary,Unemployed,10.0,
57,Female,North Central,Urban,None,Employed,40.0,40836.65
15,Male,South West,Rural,Secondary,Employed,0.0,124193.24
63,Male,North East,Rural,Primary,Unemployed,46.0,0.0
61,Female,North East,Rural,Primary,Employed,46.0,94294.31
52,Male,South West,Rural,Secondary,Unemployed,33.0,0.0
38,Female,South West,Urban,Secondary,Underemployed,20.0,64305.67
61,Male,South South,Rural,Primary,Underemployed,43.0,33471.2
45,Female,North West,Rural,,Unemployed,24.0,0.0
55,Male,North Central,Urban,Primary,Underemployed,40.0,34359.17
60,Female,North East,Urban,Tertiary,Employed,39.0,128314.01
64,Female,North West,Urban,Secondary,Employed,46.0,120059.46
40,Male,North Central,Urban,Primary,Underemployed,24.0,38493.16
63,Male,North East,Rural,None,Underemployed,48.0,29416.08
64,Male,North East,Rural,Primary,Underemployed,49.0,31572.03
19,Female,North East,Urban,Primary,Underemployed,4.0,16176.38
34,Female,North East,Urban,Secondary,Employed,,117532.56
55,Male,South South,Rural,,Employed,40.0,39640.0
25,Male,South East,Urban,Primary,Underemployed,8.0,25354.7
47,Female,North West,Urban,Secondary,Unemployed,30.0,0.0
64,Female,South South,Urban,Primary,Employed,49.0,101905.47
52,Female,South West,Urban,Secondary,Unemployed,35.0,
41,Male,South South,Urban,Primary,Unemployed,26.0,0.0
48,Female,North East,Rural,Secondary,Underemployed,,61505.46
29,Female,North Central,Urban,Secondary,Employed,12.0,84030.24
46,Female,South South,Urban,Secondary,Unemployed,,0.0
35,Female,,Rural,None,Underemployed,18.0,33363.16
60,Female,South South,Rural,Primary,Underemployed,41.0,43216.44
19,Female,,Urban,Primary,Underemployed,0.0,24233.31
20,Male,South South,Rural,Primary,Underemployed,,16076.52
52,Female,North East,Rural,,Underemployed,35.0,32608.56
36,Male,North West,Rural,Secondary,Unemployed,17.0,0.0
32,Male,North East,Rural,Secondary,Employed,17.0,77088.11
28,Male,South South,Rural,Tertiary,Employed,,113145.06
24,Female,North East,Urban,Secondary,Employed,5.0,153240.13
60,Male,South West,Rural,,Underemployed,41.0,78153.49
27,Male,North Central,Rural,Tertiary,Employed,7.0,104968.94
45,Male,North East,Urban,Secondary,Employed,26.0,93452.89
44,Male,North West,Urban,Secondary,Underemployed,25.0,43401.97
17,Male,North Central,Rural,Tertiary,Unemployed,0.0,0.0
44,Female,South East,Rural,Tertiary,Unemployed,22.0,0.0
20,Female,North West,Urban,Secondary,Unemployed,1.0,0.0
43,Male,South South,Urban,Secondary,Employed,27.0,100278.91
22,Female,South West,Rural,Secondary,Employed,5.0,
58,Female,South West,Urban,,Underemployed,41.0,
59,Male,South West,Rural,Tertiary,Employed,36.0,132551.16
57,Female,North East,Urban,Primary,Underemployed,38.0,44545.6
58,Female,North Central,Urban,,Employed,37.0,175950.43
47,Male,South East,Rural,Secondary,Underemployed,31.0,64788.49
31,Male,North East,Urban,Primary,Underemployed,,21844.98
62,Female,North Central,Urban,,Unemployed,46.0,0.0
25,Female,North West,Urban,Secondary,Employed,8.0,100913.53
27,Male,South West,Urban,None,Underemployed,12.0,20642.53
64,Female,North Central,Rural,Tertiary,Unemployed,42.0,0.0
25,Male,North Central,Urban,Secondary,Employed,10.0,148845.42
45,Female,North West,Urban,Secondary,Unemployed,29.0,0.0
42,Female,South South,Urban,Tertiary,Employed,18.0,
58,Male,North East,Urban,,Employed,38.0,123010.15
20,Female,South West,Rural,,Employed,0.0,133609.14
55,Female,South West,Urban,Secondary,Underemployed,38.0,45192.65
30,Male,South East,Rural,Secondary,Unemployed,,0.0
18,Female,North East,Rural,Primary,Underemployed,1.0,16074.98
49,Female,South East,Urban,Secondary,Underemployed,31.0,39892.67
62,Male,North East,Rural,Tertiary,Unemployed,,0.0
40,Female,North Central,Rural,Secondary,Employed,21.0,147837.58
26,Male,South West,Rural,None,Unemployed,8.0,0.0
25,Male,South East,Rural,None,Employed,9.0,73737.44
51,Male,South West,Urban,Tertiary,Employed,31.0,154184.18
39,Male,South South,Rural,Tertiary,Underemployed,16.0,48607.54
32,Female,North East,Urban,Secondary,Underemployed,14.0,47839.99
33,Male,,Rural,Secondary,Employed,15.0,
37,Female,North West,Rural,,Underemployed,19.0,19004.96
52,Male,,Rural,Secondary,Underemployed,37.0,61855.79
32,Female,North Central,Rural,Secondary,Employed,15.0,150478.59
40,Female,North Central,Urban,Secondary,Unemployed,22.0,0.0
20,Female,North East,Rural,Primary,Employed,4.0,70913.84
18,Male,North Central,Urban,Secondary,Underemployed,1.0,46757.25
58,Male,North West,Urban,Primary,Underemployed,43.0,30398.87
43,Male,North East,Urban,Tertiary,Underemployed,19.0,36445.72
48,Female,North West,Urban,Tertiary,Unemployed,28.0,0.0
31,Male,South West,Rural,,Unemployed,7.0,0.0
57,Female,North West,Rural,Tertiary,Unemployed,36.0,0.0
57,Female,North West,Rural,,Employed,38.0,69704.66
30,Male,North West,Urban,Primary,Employed,12.0,138588.53
16,Female,North East,Rural,Secondary,Underemployed,0.0,34023.1
48,Female,South East,Rural,Primary,Employed,31.0,137745.49
22,Female,South South,Rural,Secondary,Employed,,
27,Male,North West,Rural,Primary,Underemployed,10.0,35929.45
56,Male,South West,Rural,Secondary,Underemployed,,45330.45
22,Male,South West,Urban,Secondary,Underemployed,4.0,47438.51
44,Female,North Central,Rural,,Underemployed,26.0,46703.42
46,Female,South West,Rural,None,Underemployed,29.0,18712.32
50,Male,North West,Rural,,Underemployed,31.0,58921.97
61,Female,North Central,Urban,Secondary,Underemployed,45.0,
44,Male,North East,Rural,Secondary,Underemployed,25.0,100318.6
15,Female,North West,Urban,Primary,Underemployed,,20305.82
57,Female,South West,Rural,Secondary,Unemployed,39.0,
53,Female,North Central,Rural,Secondary,Underemployed,35.0,40610.23
31,Female,North East,Urban,Secondary,Underemployed,16.0,62238.83
34,Male,North Central,Urban,None,Employed,,93992.08
38,Male,South East,Rural,Tertiary,Employed,15.0,129162.71
64,Female,South East,Rural,Primary,Underemployed,45.0,38617.6
36,Male,South West,Rural,Primary,Underemployed,21.0,27600.88
43,Male,North Central,Urban,Secondary,Unemployed,25.0,0.0
36,Female,South West,Rural,Primary,Unemployed,17.0,0.0
58,Male,North East,Urban,,Employed,38.0,109866.34
23,Female,North West,Rural,None,Underemployed,8.0,36535.89
51,Female,North East,Urban,Primary,Underemployed,36.0,33377.59
24,Female,North Central,Rural,Primary,Unemployed,8.0,0.0
50,Female,South West,Urban,Secondary,Employed,35.0,108737.52
51,Female,South South,Rural,None,Underemployed,34.0,26757.29
42,Female,South East,Rural,None,Underemployed,25.0,21765.84
42,Female,North West,Rural,Primary,Underemployed,27.0,36525.87
56,Male,North West,Urban,,Underemployed,38.0,44598.38
57,Female,,Rural,Secondary,Unemployed,,0.0
35,Female,South West,Urban,Secondary,Underemployed,16.0,38452.31
38,Male,South West,Urban,Secondary,Underemployed,19.0,30716.67
56,Male,South South,Rural,Primary,Underemployed,38.0,33529.39
54,Female,North Central,Rural,Tertiary,Employed,30.0,127113.77
16,Male,South East,Urban,Secondary,Unemployed,0.0,0.0
22,Female,South West,Urban,Primary,Underemployed,3.0,11885.92
62,Female,South South,Rural,Secondary,Employed,47.0,76682.32
41,Male,South West,Rural,Secondary,Unemployed,22.0,0.0
36,Female,South West,Urban,Primary,Underemployed,21.0,27897.63
51,Male,South West,Rural,None,Underemployed,32.0,28150.16
41,Female,South West,Rural,None,Underemployed,,27808.12
43,Male,North Central,Urban,,Employed,19.0,132775.97
17,Female,North West,Urban,None,Underemployed,2.0,16717.32
58,Male,,Rural,Secondary,Employed,39.0,88516.25
27,Male,North Central,Rural,Primary,Underemployed,8.0,40653.99
59,Male,South West,Rural,,Unemployed,43.0,0.0
24,Male,North West,Urban,Primary,Underemployed,9.0,39326.05
50,Female,North East,Urban,,Underemployed,33.0,35201.57
23,Male,North East,Urban,Primary,Employed,5.0,114685.08
41,Female,South West,Rural,,Unemployed,25.0,0.0
48,Female,North East,Urban,Secondary,Underemployed,29.0,63571.34
15,Female,North West,Urban,Secondary,Employed,0.0,79651.39
46,Female,North West,Urban,,Unemployed,29.0,0.0
39,Female,North West,Urban,Tertiary,Employed,15.0,151481.78
43,Male,South East,Urban,Tertiary,Employed,19.0,99587.98
21,Male,North East,Urban,None,Underemployed,5.0,20073.77
63,Female,South West,Rural,Tertiary,Employed,43.0,
17,Female,,Urban,Primary,Underemployed,1.0,38520.75
34,Female,South South,Rural,Secondary,Employed,,113021.43
34,Male,North East,Urban,Primary,Employed,,149470.01
44,Male,North West,Urban,Secondary,Employed,26.0,127624.24
49,Male,North West,Urban,Secondary,Unemployed,30.0,0.0
49,Female,North West,Urban,Primary,Underemployed,33.0,23008.93
63,Female,South West,Urban,Secondary,Employed,46.0,80877.77
53,Male,North West,Rural,,Underemployed,37.0,65271.97
41,Male,North West,Urban,Secondary,Unemployed,26.0,0.0
40,Female,South South,Urban,Tertiary,Employed,,155780.66
28,Female,South West,Rural,Tertiary,Employed,8.0,180422.13
31,Male,North West,Urban,,Employed,11.0,30391.65
32,Female,North West,Rural,Tertiary,Employed,12.0,161010.24
59,Female,North West,Urban,Primary,Underemployed,42.0,25394.03
43,Female,,Urban,Primary,Underemployed,24.0,17456.16
34,Female,South East,Rural,Primary,Underemployed,16.0,29435.86
41,Male,South East,Rural,,Unemployed,20.0,0.0
32,Male,South South,Urban,Primary,Unemployed,17.0,0.0
18,Female,North Central,Urban,Primary,Unemployed,0.0,0.0
15,Male,North West,Urban,Primary,Underemployed,0.0,39826.32
64,Female,North Central,Urban,Primary,Underemployed,45.0,50396.05
15,Female,South West,Rural,Primary,Unemployed,,0.0
40,Female,South South,Urban,Secondary,Employed,21.0,128717.49
59,Male,North Central,Rural,None,Underemployed,41.0,23617.68
34,Male,North Central,Urban,Secondary,Underemployed,15.0,38457.46
37,Female,South South,Rural,,Underemployed,13.0,103115.18
24,Male,North West,Rural,Secondary,Employed,9.0,84112.53
25,Female,South South,Rural,Primary,Employed,10.0,118672.82
55,Female,North West,Urban,Tertiary,Employed,35.0,
55,Male,North Central,Rural,,Employed,36.0,126591.65
19,Female,North West,Rural,None,Underemployed,1.0,15886.93
15,Male,South West,Rural,Secondary,Underemployed,0.0,44645.63
31,Male,South West,Rural,Secondary,Employed,16.0,67506.32
36,Female,North East,Rural,,Underemployed,19.0,41176.29
48,Female,South South,Rural,None,Unemployed,29.0,0.0
59,Female,South West,Urban,,Underemployed,41.0,63757.08
55,Female,South West,Rural,Secondary,Underemployed,37.0,
43,Female,North West,Rural,Primary,Employed,28.0,106418.46
18,Male,South South,Urban,Secondary,Underemployed,3.0,41444.89
19,Male,North West,Urban,Primary,Unemployed,2.0,0.0
25,Female,North West,Rural,Secondary,Employed,8.0,177171.58
35,Male,North West,Urban,Primary,Employed,20.0,82492.28
49,Female,North Central,Urban,Primary,Unemployed,33.0,0.0
26,Female,South South,Urban,Tertiary,Unemployed,6.0,0.0
40,Female,North East,Rural,Secondary,Employed,25.0,79115.29
33,Male,North East,Rural,Primary,Underemployed,15.0,36268.35
59,Male,South East,Rural,Secondary,Underemployed,44.0,56866.01
21,Male,South West,Rural,Secondary,Employed,6.0,100467.27
61,Female,South East,Urban,Tertiary,Employed,41.0,
21,Female,,Urban,Secondary,Employed,5.0,135917.76
40,Female,,Urban,Secondary,Employed,22.0,127332.44
54,Female,North West,Urban,Tertiary,Employed,30.0,170652.25
19,Male,South South,Urban,Secondary,Underemployed,0.0,42414.28
35,Female,South West,Rural,None,Employed,16.0,115787.35
28,Female,South West,Rural,Secondary,Underemployed,9.0,50263.37
18,Male,North West,Rural,Secondary,Employed,0.0,103014.82
37,Male,North East,Rural,Secondary,Employed,22.0,111148.15
56,Female,North West,Rural,None,Employed,37.0,97062.94
34,Female,North East,Rural,Secondary,Employed,19.0,67966.38
29,Male,North East,Urban,Primary,Employed,10.0,80900.22
64,Female,South West,Urban,None,Underemployed,48.0,30584.15
59,Male,North West,Urban,Primary,Underemployed,44.0,17841.08
43,Male,South East,Urban,Secondary,Employed,25.0,97682.75
22,Female,North West,Urban,Primary,Underemployed,6.0,51461.8
55,Female,North West,Rural,Secondary,Employed,,79346.7
62,Female,South East,Urban,Secondary,Employed,44.0,106182.7
33,Male,South West,Urban,Secondary,Underemployed,17.0,37494.24
62,Male,North Central,Rural,,Underemployed,47.0,48246.95
53,Male,North West,Rural,None,Underemployed,36.0,22665.73
60,Male,South West,Urban,Primary,Employed,,
42,Male,,Urban,Tertiary,Underemployed,18.0,62754.87
60,Male,North East,Rural,,Underemployed,41.0,
41,Male,South West,Urban,Secondary,Unemployed,26.0,0.0
18,Male,North Central,Rural,Secondary,Underemployed,0.0,51224.56
29,Female,North West,Urban,None,Underemployed,14.0,20973.25
49,Male,South South,Urban,Secondary,Underemployed,,62611.95
51,Male,South East,Urban,,Underemployed,35.0,21375.6
15,Female,North West,Rural,Tertiary,Employed,0.0,79616.39
17,Male,North Central,Rural,Primary,Underemployed,2.0,29972.62
61,Female,North West,Urban,Secondary,Employed,,188661.52
38,Male,South East,Urban,None,Underemployed,,13551.02
41,Male,South West,Urban,Tertiary,Unemployed,21.0,0.0
54,Male,North West,Rural,Tertiary,Unemployed,33.0,0.0
50,Male,North West,Urban,None,Underemployed,,18021.11
48,Female,North West,Urban,Primary,Underemployed,31.0,
43,Female,North Central,Urban,None,Unemployed,24.0,0.0
38,Male,South West,Urban,Secondary,Unemployed,22.0,0.0
38,Male,North West,Rural,Primary,Underemployed,20.0,24219.11
56,Female,North West,Rural,Secondary,Employed,37.0,142030.15
18,Male,North East,Urban,None,Unemployed,2.0,0.0
17,Female,North West,Urban,Secondary,Unemployed,2.0,0.0
48,Male,North East,Urban,Secondary,Employed,29.0,89850.4
63,Female,South West,Urban,Secondary,Employed,,125110.64
37,Male,South West,Rural,Secondary,Employed,22.0,
37,Male,South South,Urban,None,Employed,20.0,64162.31
59,Female,South South,Urban,Secondary,Underemployed,40.0,65356.41
19,Female,South West,Urban,Secondary,Underemployed,0.0,60195.6
45,Female,South West,Rural,Secondary,Underemployed,29.0,27661.34
55,Female,South South,Rural,Primary,Employed,38.0,116767.02
20,Female,North West,Rural,Secondary,Underemployed,2.0,51092.09
51,Male,North West,Rural,,Unemployed,30.0,0.0
24,Female,North West,Rural,Tertiary,Unemployed,3.0,0.0
54,Male,South West,Rural,Secondary,Unemployed,36.0,0.0
21,Female,South East,Urban,Secondary,Employed,3.0,123279.38
53,Female,North East,Urban,,Underemployed,35.0,33028.66
52,Male,North Central,Rural,None,Underemployed,34.0,26846.71
35,Male,North Central,Rural,Secondary,Underemployed,17.0,51051.48
34,Male,North West,Rural,Primary,Underemployed,19.0,32173.07
17,Male,North East,Rural,Primary,Unemployed,2.0,0.0
36,Female,North West,Urban,Tertiary,Unemployed,13.0,0.0
61,Male,North West,Rural,,Employed,39.0,183572.61
